discente,escola,ano,turma,texto,respostas,correcao_humana,tempo_inicial,tempo_final,pontuacao,correcao,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco,compreensao
EST_85,CODAP,7,A,Frustração,"['era', 'trabalhava', 'tinha', 'viajava', 'contar', 'era', 'planejarão', 'falavam', 'viajar', '-', 'fazer', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",08:06,08:30,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['exata', 'exata', 'classe_correta', 'grafia_incorreta', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'branco', 'classe_correta', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco']",4,1,1,4,0,21,25.806
EST_86,CODAP,7,B,Frustração,"['era', 'era', 'havia', 'viajar', 'contar', 'era', 'havia', 'e', 'paisagens', 'tirava', 'era', 'eles', 'que', 'tivessem', 'tinha', 'era', 'era', 'eles', 'tem', 'ficaram', 'tinha', 'era', 'e', 'e', 'e', 'tinha', 'quais', 'era', 'é', 'comprou', 'comprou']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:01,08:10,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.5, 1.0, 0.5]","['exata', 'aceitavel', 'classe_correta', 'exata', 'exata', 'exata', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta']",4,1,3,15,8,0,50.0
EST_87,CODAP,7,B,Frustração,"['é', 'trabalha', 'tem', 'viajar', 'falar', 'é', 'nem', 'fazem', 'eles', 'vão', 'fazemos', '-', 'mostrar', 'tem', 'faz', 'curte', 'fica', 'disso', 'faz', 'ficam', '-', 'tira', 'estão', 'Eles', 'Mas', 'fala', 'Engana', 'depois', 'faz', 'compra', 'manda']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:01,08:11,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'grafia_incorreta', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'branco', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'branco', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'grafia_incorreta', 'classe_correta']",1,2,5,15,6,2,50.0
EST_88,CODAP,7,A,Frustração,"['Jorge', 'Andrea', 'conseguiram', 'viaja', 'conta', 'e', 'montaram', 'mentiram', '-', '-', '-', 'pediu', 'mandaum', 'depois', 'entendeu', 'esqueceram', 'ficou', '-', 'tem', 'ficaram', 'e', 'com', 'mostrando', 'e', 'e', 'e', 'pedi', 'quando', 'treino', 'comeu', 'encheu']","['-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:06,08:25,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.5]","['erro', 'erro', 'aceitavel', 'grafia_incorreta', 'grafia_incorreta', 'erro', 'aceitavel', 'aceitavel', 'branco', 'branco', 'branco', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'branco', 'classe_correta', 'grafia_incorreta', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta']",0,3,4,9,11,4,37.097
EST_89,CODAP,7,B,Frustração,"['era', 'é', 'tinha', 'viajar', 'viajar', 'era', 'virou', 'iam', 'pedir', 'fotografem', 'pediu', 'pediu', 'mostrarem', 'contar', 'entendeu', 'ouviu', 'ficou', 'daquilo', 'entendeu', 'ficaram', 'leu', 'viu', 'estava', 'e', 'e', 'contou', 'pega', 'depois', 'viu', 'comia', 'mandou']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:18,"[1.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5]","['exata', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'classe_correta']",3,1,2,21,4,0,53.226
EST_90,CODAP,7,A,Frustração,"['é', 'ensina', 'tem', 'viajar', 'falar', 'de', 'é', 'viajam', 'mandar', 'fotos', 'textos', 'todos', 'com', 'disso', 'viu', '-', '-', '-', 'viu', 'eram', 'dava', 'imagina', 'eram', 'todos', 'eram', 'via', 'uso', '-', 'fazia', 'comprava', 'lia']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:06,08:15,"[1.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'erro', 'erro', 'classe_correta', 'branco', 'branco', 'branco', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'branco', 'exata', 'exata', 'classe_correta']",3,0,3,13,8,4,40.323
EST_91,CODAP,7,A,Frustração,"['é', 'trabalha', 'tem', 'viajar', 'contar', 'é', 'fizeram', 'falam', 'viajar', 'madem', 'façam', 'manda', 'tirar', 'fazem', 'faz', 'ver', 'fica', 'que', 'fazer', 'ficaram', 'pega', 'tirar', 'estar', 'nos', 'colocam', 'ouvi', 'falsifica', 'depois', 'faz', 'compra', 'pega']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:06,08:20,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'grafia_incorreta', 'classe_correta', 'exata', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'grafia_incorreta', 'classe_correta']",2,3,5,17,4,0,59.677
EST_92,CODAP,7,B,Frustração,"['é', 'é', 'tinha', 'viajar', 'Falar', 'era', 'havia', 'convidava', 'Falar', 'viajaram', 'mostrar', 'todos', 'ver', 'Contar', 'sabia', 'Ouviu', 'ficou', 'descobriram', 'viajaram', 'Ficaram', 'Tinha', 'Tinha', 'estava', 'E', 'havia', 'ouvia', '-', '-', 'Fazia', 'comprava', 'entregava']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:01,08:27,"[1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.0, 1.0, 0.5, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","['aceitavel', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'exata', 'grafia_incorreta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'branco', 'branco', 'exata', 'exata', 'aceitavel']",6,2,8,11,2,2,69.355
EST_93,CODAP,7,B,Frustração,"['é', 'é', 'tem', 'viajar', 'mostrar', 'é', 'tiveram', 'convidavam', 'Falar', 'viajaram', 'mostrar', 'chamaram', 'mostrar', 'com', 'Sabia', 'ouviu', 'ficou', 'descobriram', 'viajaram', 'Ficaram', 'entrega', 'Tirou', 'estava', 'e', 'colocavam', 'ouvia', '-', '-', 'Fazia', 'comprava', 'comprava']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:01,08:27,"[1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 0.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'classe_correta', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'exata', 'grafia_incorreta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'grafia_incorreta', 'aceitavel', 'branco', 'branco', 'exata', 'exata', 'classe_correta']",5,3,9,10,2,2,70.968
EST_94,CODAP,7,B,Frustração,"['tinha', 'trabalhava', 'era', 'casa', 'contar', 'foi', 'tinha', 'eles', 'tinha', 'trabalha', 'todos', 'eles', 'colocara', 'contar', 'queria', 'que', 'ainda', 'parraram', 'quero', 'viviam', 'e', 'tiraram', 'as', 'com', 'um', 'tinha', 'conta', 'sai', 'tinha', 'comia', 'disse']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:09,"[1.0, 1.0, 0.5, 0.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5]","['aceitavel', 'exata', 'classe_correta', 'erro', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta']",2,0,7,12,10,0,48.387
EST_95,CODAP,7,A,Frustração,"['era', 'trabalhava', 'houve', 'tudo', 'contar', 'era', 'criaram', 'iam', 'mostrar', 'viajaram', 'enviaram', 'levam', 'mostrar', 'contar', 'sabia', 'entendia', 'ficava', 'contaram', 'viajaram', 'ficaram', 'pegava', 'recortava', 'estivessem', 'E', 'colocaram', 'ouviu', 'repeti', 'perto', 'fez', 'comprou', 'enviou']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente']",08:06,08:24,"[1.0, 1.0, 0.5, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5]","['exata', 'exata', 'classe_correta', 'erro', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'exata', 'grafia_incorreta', 'aceitavel', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'grafia_incorreta', 'aceitavel', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta']",6,3,8,11,3,0,72.581
EST_96,CODAP,7,B,Frustração,"['tinha', 'trabalha', 'conseguiu', 'sustentar', 'contar', 'são', 'cabe', 'eu', 'viajar', 'ia', 'os', 'nos', 'tirar', 'guarda', 'ten', 'tem', 'ficou', 'disso', 'vou', 'eram', 'e', 'e', 'trazia', 'com', 'que', 'tinha', 'grava', 'quando', 'fez', 'tinha', 'usava']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:10,"[1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0, 1.0, 1.0, 0.5]","['aceitavel', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta']",1,1,6,13,10,0,46.774
EST_97,CODAP,7,B,Frustração,"['era', 'era', 'tinha', 'sair', 'viajar', 'era', 'tinha', 'contavam', '-', '-', 'os', 'todos', 'todas', 'tinham', 'sabia', 'entendia', 'era', 'disso', 'era', 'viviam', 'entregava', 'tirava', 'e', 'Todos', 'tinham', 'contava', '-', 'saía', 'tinha', 'fazia', 'vendia']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente']",08:01,08:14,"[1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.0, 1.0, 0.5, 1.0, 1.0]","['exata', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'branco', 'branco', 'erro', 'erro', 'erro', 'aceitavel', 'aceitavel', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel', 'erro', 'erro', 'classe_correta', 'aceitavel', 'branco', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'aceitavel']",2,1,11,8,6,3,58.065
