discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,lacuna_35,classificacao_35,correcao_35,texto,tempo_inicial,tempo_final
EST_140,8,B,são,verbo,mesma classe e mesmo campo semântico,colocaram,verbo,-,apertaram,verbo,mesma classe e mesmo campo semântico,machucassem,verbo,mesma classe e mesmo campo semântico,com,preposição,-,esconderam,verbo,mesma classe e campo semântico diferente,viveram,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,menor,adjetivo,-,eram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,voltaram,verbo,mesma classe e campo semântico diferente,atacaram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,conhecemos,verbo,mesma classe e campo semântico diferente,suportou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,comandou,verbo,mesma classe e campo semântico diferente,viveram,verbo,mesma classe e mesmo campo semântico,foi,verbo ,mesma classe e campo semântico diferente,usaram,verbo ,mesma classe e campo semântico diferente,suas,pronome possessivo,-,testavam,verbo,mesma classe e campo semântico diferente,humanos,nome substantivo,-,aguentaram,verbo,mesma classe e campo semântico diferente,atacaram,verbo,mesma classe e campo semântico diferente,cidade,nome substantivo,-,com,preposição,-,ferissem,verbo,mesma classe e mesmo campo semântico,eles,pronome pessoal,-,jacarezinhos,nome substantivo,-,ligaram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:20
EST_141,8,A,estavam,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucarem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,ferozes,adjetivo,-,entraram,verbo,mesma classe e campo semântico diferente,multiplicam,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,perceberam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,invadiram,verbo,mesma classe e campo semântico diferente,suprienderam,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,ferozes,adjetivo,-,aguentava,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,invadiram,verbo,mesma classe e campo semântico diferente,fugiram,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nome substantivo,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:15,08:48
EST_142,8,B,são,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucasem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,ferozes,adjetivo,-,furiosos,adjetivo,-,continuou,verbo,mesma classe e campo semântico diferente,mudou,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,pelas,contração,-,fatal,adjetivo,-,é,verbo,mesma classe e mesmo campo semântico,percam,verbo,mesma classe e campo semântico diferente,criaram,verbo,mesma classe e campo semântico diferente,aguentasse,verbo,mesma classe e campo semântico diferente,vários,pronome indefinido,-,popularam,verbo,mesma classe e campo semântico diferente,sobreviveram,verbo,mesma classe e mesmo campo semântico,eram,verbo ,mesma classe e campo semântico diferente,estudaram,verbo ,mesma classe e campo semântico diferente,-,-,-,criaram,verbo,mesma classe e mesmo campo semântico,fizeram,verbo,mesma classe e campo semântico diferente,deixaram,verbo,mesma classe e mesmo campo semântico,voltaram,verbo,mesma classe e campo semântico diferente,matar,verbo,mesma classe e mesmo campo semântico,fugiram,verbo,mesma classe e campo semântico diferente,valorizassem,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,jacarés,-,-,foram,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:24
EST_143,8,B,muito,advérbio de intensidade,-,como,preposição,mesma classe e mesmo campo semântico,sem,preposição,-,machucarem,verbo,mesma classe e mesmo campo semântico,mas,conjunção adversativa,-,Famintos,adjetivo,-,inteligentes,adjetivo,-,era,verbo,mesma classe e campo semântico diferente,maior,adjetivo,-,eles,pronome pessoal,-,viram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,enchem,verbo,mesma classe e campo semântico diferente,pega,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,mudaram,verbo,mesma classe e campo semântico diferente,pegassem,verbo,mesma classe e campo semântico diferente,mudasse,verbo,mesma classe e mesmo campo semântico,alguns,pronome indefinido,-,dominaram,verbo,mesma classe e mesmo campo semântico,morem,verbo,mesma classe e campo semântico diferente,viram,verbo ,mesma classe e campo semântico diferente,que,pronome relativo,-,Faz,verbo,mesma classe e mesmo campo semântico,juntos,adjetivo,-,humanos,nome substantivo,-,tem,verbo,mesma classe e campo semântico diferente,raiva,nome substantivo,-,inteligencia,nome substantivo,-,com,preposição,-,machucarem,verbo,mesma classe e mesmo campo semântico,que,conjunção integrativa,-,jacarezinhos,nome substantivo,-,sem,preposição,-,em,preposição,-,O dia em que os jacarés invadiram a cidade,08:07,08:25
EST_144,8,A,são,verbo,mesma classe e mesmo campo semântico,todos,pronome indefinido,-,vão,verbo,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,minusculos,adjetivo,-,também,advérbio de inclusão,-,-,-,-,aumenta,verbo,mesma classe e mesmo campo semântico,jacarés,nome substantivo,-,chegam,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,estão,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,foi,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,mataram,verbo,mesma classe e mesmo campo semântico,cresça,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,-,verbo,-,moreram,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,-,-,-,-,-,-,fazem,verbo,mesma classe e mesmo campo semântico,grandes,adjetivo,-,são,verbo,mesma classe e campo semântico diferente,sim,advérbio,-,humanidade,nome substantivo,-,tem,verbo,mesma classe e mesmo campo semântico,matem,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,jacarés,nome substantivo,-,também,advérbio de inclusão,-,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:22
EST_145,8,B,são,verbo,mesma classe e mesmo campo semântico,colocaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucase,verbo,mesma classe e mesmo campo semântico,Foi,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,parar,verbo,mesma classe e campo semântico diferente,prolongando,verbo,mesma classe e campo semântico diferente,crescia,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e mesmo campo semântico,viram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,pegaram,verbo,mesma classe e campo semântico diferente,perigoso,adjetivo,-,foi,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,mordiam,verbo,mesma classe e mesmo campo semântico,aguentasse,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,dominaram,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,levariam,verbo,mesma classe e campo semântico diferente,usavam,verbo,mesma classe e campo semântico diferente,queriam,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,com,preposição,-,-,-,-,-,-,-,-,nome substantivo,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:07,08:20
EST_146,8,A,eram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,machucasse,verbo,mesma classe e mesmo campo semântico,mas,conjunção adversativa,-,foram,verbo,mesma classe e campo semântico diferente,parar,verbo,mesma classe e campo semântico diferente,espalhavam,verbo,mesma classe e mesmo campo semântico,mudava,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,inesperado,adjetivo,-,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,jogaram,verbo,mesma classe e campo semântico diferente,fosse,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,abitava,verbo,mesma classe e mesmo campo semântico,viveram,verbo,mesma classe e mesmo campo semântico,viraram,verbo ,mesma classe e campo semântico diferente,e,conjunção aditiva,-,usaram,verbo,mesma classe e campo semântico diferente,usavam,verbo,mesma classe e campo semântico diferente,filho,nome substantivo,-,tinha,verbo,mesma classe e campo semântico diferente,sim,advérbio,-,do,preposição,-,com,preposição,-,machucarem,verbo,mesma classe e mesmo campo semântico,que,conjunção integrativa,-,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:36
EST_147,8,B,são,verbo,mesma classe e mesmo campo semântico,colocam,verbo,mesma classe e campo semântico diferente,dão,verbo,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,Foi,verbo,mesma classe e mesmo campo semântico,morreram,verbo,mesma classe e campo semântico diferente,pararam,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,aumentou,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,viram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,matando,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,morreram,verbo,mesma classe e campo semântico diferente,melhorou,verbo,mesma classe e campo semântico diferente,existiam,verbo,mesma classe e mesmo campo semântico,queriam,verbo,mesma classe e campo semântico diferente,morreram,verbo,mesma classe e campo semântico diferente,restavam,verbo ,mesma classe e campo semântico diferente,acharam,verbo ,mesma classe e campo semântico diferente,cada,pronome indefinido,-,foram,verbo,mesma classe e campo semântico diferente,pais,nome substantivo,-,tinham,-,mesma classe e campo semântico diferente,pais,nome substantivo,-,como,advérbio,-,tiveram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,matou,verbo,mesma classe e campo semântico diferente,pais,nome substantivo,-,deu,verbo,mesma classe e mesmo campo semântico,Sendo,verbo,mesma classe e campo semântico diferente,O dia em que os jacarés invadiram a cidade,08:07,08:26
EST_148,8,B,eram,verbo,mesma classe e mesmo campo semântico,jogou,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,machucarem,verbo,mesma classe e mesmo campo semântico,Em,preposição,-,sobreviveram,verbo,mesma classe e mesmo campo semântico,-,-,-,aconteceu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,viram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,estavam,verbo,mesma classe e campo semântico diferente,matando,verbo,mesma classe e mesmo campo semântico,e,verbo,mesma classe e mesmo campo semântico,na,contração,-,melo,nome substantivo,-,aguentava,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,era,verbo,mesma classe e campo semântico diferente,sabiam,verbo,mesma classe e campo semântico diferente,era,verbo ,mesma classe e campo semântico diferente,de,preposição,mesma classe e campo semântico diferente,promovido,verbo,-,experimentarem,verbo,mesma classe e campo semântico diferente,jacares,nome substantivo,-,humanos,nome substantivo,-,noto,verbo,mesma classe e campo semântico diferente,jacaré,nome substantivo,-,com,preposição,-,foram,verbo,mesma classe e campo semântico diferente,pegaram,verbo,mesma classe e mesmo campo semântico,jacares,nome substantivo,-,apertaram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:13
EST_149,8,B,éram,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,quando,conjunção temporal,-,perdese,verbo,mesma classe e campo semântico diferente,É,verbo,mesma classe e mesmo campo semântico,Soltos,adjetivo,-,em,preposição,-,crescer,verbo,mesma classe e campo semântico diferente,mudar,verbo,mesma classe e mesmo campo semântico,eles,pronome pessoal,-,vim,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,caminhando,verbo,mesma classe e campo semântico diferente,vai,verbo,-,é,verbo,mesma classe e mesmo campo semântico,mudar,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,tem,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,tem,verbo ,mesma classe e campo semântico diferente,que,pronome relativo,-,muita,adjetivo,-,vivem,verbo,mesma classe e campo semântico diferente,fazem,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e mesmo campo semântico,-,-,-,é,verbo,-,que,pronome relativo,-,que,conjunção integrativa,-,é,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:20
EST_150,8,B,são,verbo,mesma classe e mesmo campo semântico,colocaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucassem,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,andando,verbo,mesma classe e mesmo campo semântico,vivendo,verbo,mesma classe e campo semântico diferente,permaneceu,verbo,mesma classe e campo semântico diferente,aumentava,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,dominaram,verbo,mesma classe e mesmo campo semântico,assustou,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,comeram,verbo,mesma classe e mesmo campo semântico,suportou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,dominavam,verbo,mesma classe e mesmo campo semântico,morreram,verbo,mesma classe e campo semântico diferente,eram,verbo ,mesma classe e campo semântico diferente,fizeram,verbo ,mesma classe e campo semântico diferente,mesma,pronome demonstrativo,-,fizeram,verbo,mesma classe e mesmo campo semântico,venderam,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,-,-,-,força,nome substantivo,-,tinham,verbo,mesma classe e mesmo campo semântico,machucassem,verbo,mesma classe e mesmo campo semântico,pegaram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:18
EST_151,8,A,eram,verbo,mesma classe e mesmo campo semântico,jogam,verbo,mesma classe e mesmo campo semântico,da,contração,-,machucase,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,libertado,adjetivo,-,foram,verbo,mesma classe e campo semântico diferente,mantendo,verbo,mesma classe e campo semântico diferente,de,preposição,-,estão,verbo,mesma classe e mesmo campo semântico,descobriu,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,dominava,verbo,mesma classe e mesmo campo semântico,eliminaram,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sobreviveu,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,O dia em que os jacarés invadiram a cidade,08:15,08:38
EST_152,8,B,são,verbo,mesma classe e mesmo campo semântico,deixaram,verbo,mesma classe e mesmo campo semântico,ligaram,verbo,mesma classe e mesmo campo semântico,machucassem,verbo,mesma classe e mesmo campo semântico,com,preposição,-,fugiram,verbo,mesma classe e mesmo campo semântico,ficavam,verbo,mesma classe e campo semântico diferente,repetil,verbo,mesma classe e campo semântico diferente,mudava,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e mesmo campo semântico,Apareceu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,Andava,verbo,mesma classe e campo semântico diferente,com ,preposição,-,com,preposição,-,tinha,verbo,mesma classe e campo semântico diferente,afetou,verbo,mesma classe e campo semântico diferente,melhorou,verbo,mesma classe e mesmo campo semântico,os,artigo definido,-,Tomaram,verbo,mesma classe e mesmo campo semântico,permaneceu,verbo,mesma classe e campo semântico diferente,ficaram,verbo ,mesma classe e campo semântico diferente,fizeram,verbo ,mesma classe e campo semântico diferente,mais,advérbio,-,tinham,verbo,mesma classe e campo semântico diferente,humanos,nome substantivo,-,tinham,verbo,mesma classe e campo semântico diferente,com,preposição,-,opção,nome substantivo,-,tem,verbo,mesma classe e mesmo campo semântico,evoluam,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e campo semântico diferente,jacarés,substantivo,-,liga,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:25
EST_153,8,B,são,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucarem,verbo,mesma classe e mesmo campo semântico,Foi,verbo,mesma classe e mesmo campo semântico,rondava,verbo,mesma classe e mesmo campo semântico,aparecia,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,pelas,contração,-,era,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,vivem,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,dominavam,verbo,mesma classe e mesmo campo semântico,preocupados,adjetivo,-,tem,verbo ,mesma classe e campo semântico diferente,produziram,verbo ,mesma classe e campo semântico diferente,são,verbo,mesma classe e campo semântico diferente,estavam,verbo,mesma classe e campo semântico diferente,usavam,verbo,-,são,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,tem,verbo,mesma classe e mesmo campo semântico,machuquem,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e campo semântico diferente,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:28
EST_154,8,A,são,verbo,mesma classe e mesmo campo semântico,bota,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,machucase,verbo,mesma classe e mesmo campo semântico,com,preposição,-,foram,verbo,mesma classe e mesmo campo semântico,para,preposição,-,e,conjunção aditiva,-,mudou,verbo,mesma classe e mesmo campo semântico,jacarés,nome substantivo,-,foram,verbo,mesma classe e campo semântico diferente,ver,verbo,mesma classe e mesmo campo semântico,pela,contração,-,o,artigo definido,-,o,artigo definido,-,não,advérbio de negação,-,local,nome substantivo,-,aguentou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,foi,verbo,mesma classe e campo semântico diferente,não,advérbio,-,e,conjunção aditiva,-,com,prepoisição,-,es,-,-,e,verbo,mesma classe e campo semântico diferente,via,verbo,-,queria,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,com,preposição,-,a,artigo definido,mesma classe e campo semântico diferente,os,artigo definido,-,não,advérbio,-,não,advérbio de negação,-,e,conjunção aditiva,-,foi,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:29
EST_155,8,B,eram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,machucasem,verbo,mesma classe e mesmo campo semântico,Aconteceu,verbo,mesma classe e mesmo campo semântico,deseram,verbo,mesma classe e mesmo campo semântico,pararam,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,mudava,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,perceberam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,mataram,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,-,-,-,aguentou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,tomaram,verbo,mesma classe e mesmo campo semântico,Fugiram,verbo,mesma classe e campo semântico diferente,eram,verbo ,mesma classe e campo semântico diferente,criaram,verbo ,mesma classe e campo semântico diferente,ultima,nome substantivo,-,criaram,verbo,mesma classe e mesmo campo semântico,venderam,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,comecaram,verbo,mesma classe e mesmo campo semântico,matar,verbo,mesma classe e mesmo campo semântico,com,preposição,-,machucasem,verbo,mesma classe e mesmo campo semântico,pegaram,verbo,mesma classe e mesmo campo semântico,jogaram,verbo,mesma classe e mesmo campo semântico,deram,verbo,mesma classe e mesmo campo semântico,Aconteceu,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:07,08:25
EST_156,8,A,são,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,usam,verbo,mesma classe e mesmo campo semântico,assustem,verbo,mesma classe e campo semântico diferente,com,preposição,-,pequenos,adjetivo,-,grandes,adjetivo,-,acustumam,verbo,mesma classe e campo semântico diferente,jacare,nome substantivo,-,jacarés,nome substantivo,-,chegam,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,estão,verbo,mesma classe e campo semântico diferente,atacam,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,grandes,adjetivo,-,tem,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,atacam,verbo,mesma classe e mesmo campo semântico,correm,verbo,mesma classe e campo semântico diferente,mordem,verbo ,mesma classe e campo semântico diferente,pequenos,adjetivo,-,grandes,adjetivo,-,ficam,verbo,mesma classe e campo semântico diferente,alimentaram,verbo,-,são,verbo,mesma classe e campo semântico diferente,jacarezinho,nome substantivo,-,jacare,nome substantivo,-,grandes,adjetivo,-,assustem,verbo,mesma classe e campo semântico diferente,se,conjunção condicional,-,jacares,nome substantivo,-,se,conjunção aditiva,-,descer,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:26
EST_157,8,A,eram,verbo,mesma classe e mesmo campo semântico,jogavam,verbo,mesma classe e mesmo campo semântico,devão,verbo,mesma classe e mesmo campo semântico,machucasem,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,jogado,adjetivo,-,soltos,adjetivo,-,passou,verbo,mesma classe e campo semântico diferente,mudava,verbo,mesma classe e mesmo campo semântico,ficou,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,passavam,verbo,mesma classe e campo semântico diferente,comia,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,crocodilos,nome substantivo,-,ficou,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,tomavam,verbo,mesma classe e mesmo campo semântico,morreram,verbo,mesma classe e campo semântico diferente,foram,verbo ,mesma classe e campo semântico diferente,sedo,advérbio,-,maior,advérbio,-,criaram,verbo,mesma classe e mesmo campo semântico,fizeram,verbo,-,melhorava,verbo,mesma classe e campo semântico diferente,comecaram,verbo,mesma classe e campo semântico diferente,atacar,verbo,mesma classe e mesmo campo semântico,com,preposição,-,machucasem,verbo,mesma classe e mesmo campo semântico,fizeram,verbo,mesma classe e campo semântico diferente,protetores,adjetivo,-,para,preposição,-,era,verbo,mesma classe e mesmo campo semântico,O dia em que os jacarés invadiram a cidade,08:15,08:40
