discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,lacuna_35,classificacao_35,correcao_35,texto,tempo_inicial,tempo_final
EST_29,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,trabalhava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,balansavão,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincavão,verbo,mesma classe e mesmo campo semântico,passavão,verbo,mesma classe e mesmo campo semântico,entardecia,verbo,mesma classe e mesmo campo semântico,acontecia,verbo,mesma classe e mesmo campo semântico,faltava,verbo,mesma classe e campo semântico diferente,-,-,-,passa,verbo,mesma classe e campo semântico diferente,via,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,queria,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,usavam,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lembranças do passado,08:09,08:50
EST_30,6,A,fanzendeiro,adjetivo,-,era,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,pasava,verbo,mesma classe e campo semântico diferente,eu,pronome pessoal,-,fumasava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,andavamos,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,fumasava,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e mesmo campo semântico,acabou,verbo,mesma classe e campo semântico diferente,apagaram,verbo,mesma classe e campo semântico diferente,desligou,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,era,verbo,mesma classe e mesmo campo semântico,queria,verbo,mesma classe e campo semântico diferente,uma,artigo,-,foi,verbo,mesma classe e campo semântico diferente,entrava,verbo,mesma classe e campo semântico diferente,linda,adjetivo,-,acontecia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,compraria,verbo,mesma classe e mesmo campo semântico,consiguisi,verbo,mesma classe e campo semântico diferente,economia,nome substantivo,-,é,verbo,mesma classe e campo semântico diferente,querem,verbo,mesma classe e campo semântico diferente,-,-,-,amor,nome substantivo,-,é,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:30
EST_31,6,A,dava,verbo,mesma classe e campo semântico diferente,ganhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,centiu,verbo,mesma classe e campo semântico diferente,fazia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,andava,verbo,mesma classe e campo semântico diferente,corria,verbo,mesma classe e campo semântico diferente,ta,verbo,mesma classe e campo semântico diferente,acontecia,verbo,mesma classe e mesmo campo semântico,faltava,verbo,mesma classe e campo semântico diferente,ascendia,verbo,mesma classe e campo semântico diferente,ligava,verbo,mesma classe e campo semântico diferente,escutavam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,chorava,verbo,mesma classe e campo semântico diferente,dava,verbo,mesma classe e campo semântico diferente,andavam,verbo,mesma classe e campo semântico diferente,andavam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,surgiam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,ganhavam,verbo,mesma classe e campo semântico diferente,-,-,-,crescia,verbo,mesma classe e mesmo campo semântico,viam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,crescia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,criava,verbo,mesma classe e mesmo campo semântico,gosta,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:42
EST_32,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,juntou,verbo,mesma classe e mesmo campo semântico,viajou,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,tem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,vamos,verbo,mesma classe e campo semântico diferente,passava,verbo,mesma classe e mesmo campo semântico,acontecia,verbo,mesma classe e campo semântico diferente,aconteciam,verbo,mesma classe e mesmo campo semântico,acabava,verbo,mesma classe e campo semântico diferente,acendiam,verbo,mesma classe e campo semântico diferente,ligava,verbo,mesma classe e campo semântico diferente,escutava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gostava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,usavam,verbo,mesma classe e campo semântico diferente,sumiam,verbo,mesma classe e mesmo campo semântico,almentava,verbo,mesma classe e campo semântico diferente,aconteciam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,usava,verbo,mesma classe e mesmo campo semântico,outras,pronome indefinido,-,-,-,-,-,-,-,queriam,verbo,mesma classe e campo semântico diferente,almentasse,verbo,mesma classe e campo semântico diferente,pois,conjunção conclusiva,-,seria,verbo,mesma classe e mesmo campo semântico,causaria,verbo,mesma classe e mesmo campo semântico,gostava,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:33
EST_33,6,A,dono,nome substantivo,-,ganha,verbo,mesma classe e mesmo campo semântico,o,artigo,-,o,artigo,-,ele,pronome pessoal,-,soutava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincavamos,verbo,mesma classe e mesmo campo semântico,a,artigo,-,brincavamos,verbo,mesma classe e campo semântico diferente,acontecia,verbo,mesma classe e mesmo campo semântico,acabava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,falava,verbo,mesma classe e campo semântico diferente,ouvindo,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gostava,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e mesmo campo semântico,irão,verbo,mesma classe e campo semântico diferente,andando,verbo,mesma classe e campo semântico diferente,linda,adjetivo,-,acontecia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,pagase,verbo,mesma classe e campo semântico diferente,para,preposição,-,era,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,amar,verbo,mesma classe e campo semântico diferente,agora,advérbio de tempo,-,é,verbo,mesma classe e mesmo campo semântico,de,preposição,-,gosto,verbo,mesma classe e mesmo campo semântico,em,preposição,-,Lembranças do passado,08:09,08:33
EST_34,6,A,fazia,verbo,mesma classe e campo semântico diferente,ganhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,íamos,verbo,mesma classe e campo semântico diferente,aparecia,verbo,mesma classe e mesmo campo semântico,chovia,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,transmissor,nome substantivo,-,as,artigo,-,era,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,legal,adjetivo,-,chegando,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,pessa,verbo,mesma classe e campo semântico diferente,passa,verbo,mesma classe e campo semântico diferente,compra,verbo,mesma classe e campo semântico diferente,cressia,verbo,mesma classe e mesmo campo semântico,viram,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,crescia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gera,verbo,mesma classe e mesmo campo semântico,gostei,verbo,mesma classe e mesmo campo semântico,estão,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:14
EST_35,6,A,muito,advérbio de intensidade,-,faz,verbo,mesma classe e campo semântico diferente,o,artigo,-,-,-,-,-,-,-,tinha,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincavamos,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,anoitecia,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,e,conjunção aditiva,-,-,-,-,as,artigo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,lembro,verbo,mesma classe e campo semântico diferente,as,artigo,-,Lembranças do passado,08:09,08:25
EST_36,6,A,bem,advérbio de intensidade,-,gostava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,viajava,verbo,mesma classe e campo semântico diferente,entrar,verbo,mesma classe e campo semântico diferente,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ficavamos,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,anoitecia,verbo,mesma classe e mesmo campo semântico,surgiu,verbo,mesma classe e campo semântico diferente,nasceu,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,falava,verbo,mesma classe e campo semântico diferente,assistia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,gostou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,saiam,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e campo semântico diferente,surgiram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,conseguiram,verbo,mesma classe e campo semântico diferente,conquistá,verbo,mesma classe e campo semântico diferente,cresceu,verbo,mesma classe e mesmo campo semântico,falavam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,cresceu,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,gerou,verbo,mesma classe e mesmo campo semântico,gostei,verbo,mesma classe e mesmo campo semântico,fica,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:39
EST_37,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,o,artigo,-,vamos,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,moravamos,verbo,mesma classe e campo semântico diferente,apagava,verbo,mesma classe e campo semântico diferente,frio,nome substantivo,-,foi,verbo,mesma classe e campo semântico diferente,veio,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,da,contração,-,nas,contração,-,era,verbo,mesma classe e mesmo campo semântico,lá,advérbio de lugar,-,foi,verbo,mesma classe e mesmo campo semântico,forão,verbo,mesma classe e campo semântico diferente,sugirão,verbo,mesma classe e campo semântico diferente,grande,adjetivo,-,era,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,ve,verbo,mesma classe e campo semântico diferente,ficâo,verbo,mesma classe e campo semântico diferente,neli,contração,-,é,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,e,conjunção aditiva,-,é,verbo,mesma classe e mesmo campo semântico,sâo,verbo,mesma classe e campo semântico diferente,lembro,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:31
EST_38,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,para,preposição,-,sem,preposição,-,ir,verbo,mesma classe e campo semântico diferente,linda,adjetivo,-,fumaça,nome substantivo,-,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,fomos,verbo,mesma classe e campo semântico diferente,acenderam,verbo,mesma classe e campo semântico diferente,vimos,verbo,mesma classe e campo semântico diferente,a,artigo,-,foi,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e campo semântico diferente,assistiam,verbo,mesma classe e campo semântico diferente,as,artigo,-,eram,verbo,mesma classe e mesmo campo semântico,queria,verbo,mesma classe e campo semântico diferente,caros,adjetivo,-,foi,verbo,mesma classe e campo semântico diferente,vinham,verbo,mesma classe e campo semântico diferente,linda,adjetivo,-,de,preposição,-,era,verbo,mesma classe e mesmo campo semântico,não,advérbio de negação,-,tinham,verbo,mesma classe e campo semântico diferente,que,conjunção subordinativa,-,aviam,verbo,mesma classe e campo semântico diferente,ricas,adjetivo,-,pobre,adjetivo,-,que,pronome relativo,-,é,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e campo semântico diferente,parei,verbo,mesma classe e campo semântico diferente,muitas,pronome indefinido,-,Lembranças do passado,08:00,08:15
EST_39,6,B,trabalha,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e campo semântico diferente,ganha,verbo,mesma classe e campo semântico diferente,viaja,verbo,mesma classe e campo semântico diferente,legal,adjetivo,-,tem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,estavamos,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,acende,verbo,mesma classe e campo semântico diferente,acontece,verbo,mesma classe e mesmo campo semântico,acaba,verbo,mesma classe e campo semântico diferente,acendem,verbo,mesma classe e campo semântico diferente,informa,verbo,mesma classe e campo semântico diferente,assiste,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,emocionado,adjetivo,-,dá,verbo,mesma classe e campo semântico diferente,-,-,-,vão,verbo,mesma classe e campo semântico diferente,-,-,-,legais,adjetivo,-,é,verbo,mesma classe e mesmo campo semântico,consegue,verbo,mesma classe e mesmo campo semântico,vai,verbo,mesma classe e campo semântico diferente,busca,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,-,-,-,tenho,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:30
EST_40,6,B,trabalha,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e campo semântico diferente,ganha,verbo,mesma classe e campo semântico diferente,viagem,nome substantivo,-,que,pronome relativo,-,soutava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ficava,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,anoitecia,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,acaba,verbo,mesma classe e campo semântico diferente,ligavam,verbo,mesma classe e campo semântico diferente,tocando,verbo,mesma classe e campo semântico diferente,assistindo,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,alegri,adjetivo,-,era,verbo,mesma classe e mesmo campo semântico,-,-,-,mas,conjunção adversativa,-,-,-,-,chega,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,trabalhace,verbo,mesma classe e campo semântico diferente,-,-,-,era,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,muito,advérbio de intensidade,-,é,verbo,mesma classe e mesmo campo semântico,da,verbo,mesma classe e mesmo campo semântico,-,-,-,fica,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:19
EST_41,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,tenha,verbo,mesma classe e campo semântico diferente,fomos,verbo,mesma classe e mesmo campo semântico,eu,pronome pessoal,-,solta,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,saímos,verbo,mesma classe e campo semântico diferente,apareceu,verbo,mesma classe e mesmo campo semântico,saímos,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,veio,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,ligado,adjetivo,-,escuta,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,gosta,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e campo semântico diferente,vão,verbo,mesma classe e campo semântico diferente,agora,advérbio de tempo,-,acontecem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,consegue,verbo,mesma classe e mesmo campo semântico,começam,verbo,mesma classe e mesmo campo semântico,evoluilas,verbo,mesma classe e campo semântico diferente,polui,verbo,mesma classe e campo semântico diferente,acham,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,evolução,nome substantivo,-,é,verbo,mesma classe e mesmo campo semântico,agrava,verbo,mesma classe e mesmo campo semântico,gosto,verbo,mesma classe e mesmo campo semântico,carrego,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:28
EST_42,6,A,coletava,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,-,-,-,caiu,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lembranças do passado,08:09,08:26
EST_43,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,resebia,verbo,mesma classe e mesmo campo semântico,o,artigo,-,eu,pronome pessoal,-,la,advérbio de lugar,-,sai,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,e,verbo,mesma classe e mesmo campo semântico,brincamos,verbo,mesma classe e mesmo campo semântico,ia,verbo,mesma classe e campo semântico diferente,eu,pronome pessoal,-,para,preposição,-,acaba,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e campo semântico diferente,eu,pronome pessoal,-,para,preposição,-,e,verbo,mesma classe e mesmo campo semântico,feliz,adjetivo,-,são,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e campo semântico diferente,vão,verbo,mesma classe e campo semântico diferente,ia,verbo,mesma classe e campo semântico diferente,eu,pronome pessoal,-,os,artigo,-,so,advérbio de exclusão,-,ficam,verbo,-,lei,nome substantivo,-,vão,verbo,mesma classe e campo semântico diferente,oi,interjeição,-,nois,pronome pessoal,-,vão,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,isso,pronome relativo,-,e,conjunção aditiva,-,eu,pronome pessoal,-,Lembranças do passado,08:00,08:23
EST_44,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,descançava,verbo,mesma classe e campo semântico diferente,recebia,verbo,mesma classe e campo semântico diferente,viajaria,verbo,mesma classe e campo semântico diferente,entrar,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,sentava,verbo,mesma classe e campo semântico diferente,passava,verbo,mesma classe e mesmo campo semântico,aconteceu,verbo,mesma classe e campo semântico diferente,estranha,adjetivo,-,passava,verbo,mesma classe e campo semântico diferente,queimavam,verbo,mesma classe e campo semântico diferente,ligava,verbo,mesma classe e campo semântico diferente,escutava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ia,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,usava,verbo,mesma classe e campo semântico diferente,sumiam,verbo,mesma classe e mesmo campo semântico,aumentava,verbo,mesma classe e campo semântico diferente,acontecian,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,usava,verbo,mesma classe e mesmo campo semântico,outras,pronome indefinido,-,utilizavam,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,aumentava,verbo,mesma classe e campo semântico diferente,pois,conjunção conclusiva,-,era,verbo,mesma classe e mesmo campo semântico,causaria,verbo,mesma classe e mesmo campo semântico,gostava,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,Lembranças do passado,08:00,08:32
EST_45,6,A,trabalhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,com,preposição,-,esforco,nome substantivo,-,e,conjunção aditiva,-,avia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brincavamos,verbo,mesma classe e mesmo campo semântico,brilhando,verbo,mesma classe e campo semântico diferente,a,artigo,-,nova,adjetivo,-,chegava,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,tocando,verbo,mesma classe e campo semântico diferente,assistindo,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,emocionado,adjetivo,-,tinha,verbo,mesma classe e campo semântico diferente,tinhão,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,cresceu,verbo,mesma classe e campo semântico diferente,sempre,advérbio de tempo,-,era,verbo,mesma classe e mesmo campo semântico,não,advérbio de negação,-,poluição,nome substantivo,-,etc,nome substantivo,-,tem,verbo,mesma classe e campo semântico diferente,vinram,verbo,mesma classe e campo semântico diferente,-,-,-,essa,pronome demonstrativo,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,amo,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:26
EST_46,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e campo semântico diferente,ganhava,verbo,mesma classe e campo semântico diferente,viajava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,saiam,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,andavamos,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,apaga,verbo,mesma classe e campo semântico diferente,à,contração,-,acaba,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,televisão,nome substantivo,-,assistiam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,alegre,adjetivo,-,eram,verbo,mesma classe e mesmo campo semântico,andavam,verbo,mesma classe e campo semântico diferente,andavam,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,e,conjunção aditiva,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,outros,pronome indefinido,-,enrrica,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,iriam,verbo,mesma classe e campo semântico diferente,ao,contração,-,é,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,sou,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:15
EST_47,6,B,trabalhava,verbo,mesma classe e mesmo campo semântico,ganhava,verbo,mesma classe e mesmo campo semântico,com,preposição,-,foi,verbo,mesma classe e mesmo campo semântico,la,advérbio de lugar,-,soltava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,íamos,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,ligava,verbo,mesma classe e campo semântico diferente,acotecia,verbo,mesma classe e mesmo campo semântico,desligado,adjetivo,-,eram,verbo,mesma classe e campo semântico diferente,gago,adjetivo,-,assistia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,ia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,grande,adjetivo,-,que,pronome relativo,-,é,verbo,mesma classe e mesmo campo semântico,vê,verbo,mesma classe e campo semântico diferente,vamos,verbo,mesma classe e campo semântico diferente,chegá,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,lá,advérbio de lugar,-,iam,verbo,mesma classe e campo semântico diferente,aqui,advérbio de lugar,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,amo,verbo,mesma classe e mesmo campo semântico,estão,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:16
