discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,texto,tempo_inicial,tempo_final
EST_186,9,A,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,notíciou,verbo,mesma classe e campo semântico diferente,aterrorizou,verbo,mesma classe e campo semântico diferente,podendo,verbo,mesma classe e campo semântico diferente,cair,verbo,mesma classe e campo semântico diferente,ainda,advérbio de tempo,-,derepente,nome substantivo,-,colegas,nome substantivo,-,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,morre,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,ondi,advérbio de lugar,-,todo,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,gritou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,havia,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,caiu,verbo,mesma classe e mesmo campo semântico,precisou,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,existiu,verbo,mesma classe e campo semântico diferente,presensiou,verbo,mesma classe e mesmo campo semântico,caindo,verbo,mesma classe e campo semântico diferente,incendiado,adjetivo,-,era,verbo,mesma classe e campo semântico diferente,sabe,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,precisava,verbo,mesma classe e mesmo campo semântico,para,preposição,-,sabe,verbo,mesma classe e campo semântico diferente,imaginar,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:18
EST_187,9,A,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e campo semântico diferente,sobre,preposição,-,e,conjunção aditiva,-,e,conjunção aditiva,-,também,advérbio de inclusão,-,sobre,preposição,-,-,-,-,voava,verbo,mesma classe e campo semântico diferente,constante,adjetivo,-,rezou,verbo,mesma classe e campo semântico diferente,derrepente,nome substantivo,-,mas,conjunção adversativa,-,-,-,-,estava,verbo,mesma classe e campo semântico diferente,alegre,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,verdade,nome substantivo,-,caiu,verbo,mesma classe e mesmo campo semântico,-,-,-,e,conjunção aditiva,-,era,verbo,mesma classe e campo semântico diferente,também,advérbio de negação,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Memórias de um aprendiz de escritor,08:01,08:11
EST_188,9,B,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,soltou,verbo,mesma classe e campo semântico diferente,indo,verbo,mesma classe e campo semântico diferente,chegando,verbo,mesma classe e campo semântico diferente,indo,verbo,mesma classe e campo semântico diferente,intrigada,adjetivo,-,veio,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e mesmo campo semântico,corria,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,morreu ,verbo,mesma classe e campo semântico diferente,veio,verbo,mesma classe e campo semântico diferente,logo,advérbio de tempo,-,veio,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caindo,verbo,mesma classe e campo semântico diferente,soube,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,mentiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,-,-,-,acreditava,verbo,mesma classe e mesmo campo semântico,falava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,precisava,verbo,mesma classe e mesmo campo semântico,seria,verbo,mesma classe e mesmo campo semântico,escrevesse,verbo,mesma classe e mesmo campo semântico,pensava,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:09
EST_189,9,B,acreditava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tocou,verbo,mesma classe e campo semântico diferente,indo,verbo,mesma classe e campo semântico diferente,E,conjunção aditiva,-,indo,verbo,mesma classe e campo semântico diferente,falado,verbo,mesma classe e campo semântico diferente,aparece,verbo,mesma classe e campo semântico diferente,fala,verbo,mesma classe e campo semântico diferente,está,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,fugiu,verbo,mesma classe e mesmo campo semântico,sobre,preposição,-,mas,conjunção adversativa,-,ia,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,mesmo,conjunção concessiva,-,incendiado,adjetivo,-,falou,verbo,mesma classe e campo semântico diferente,para,preposição,-,mentiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,incendiou,verbo,mesma classe e mesmo campo semântico,acreditou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,pensou,verbo,mesma classe e campo semântico diferente,escreveu,verbo,mesma classe e campo semântico diferente,como,preposição,-,era,verbo,mesma classe e campo semântico diferente,pensava,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:10
EST_190,9,A,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,trouxe,verbo,mesma classe e campo semântico diferente,de,preposição,-,pousse,verbo,mesma classe e campo semântico diferente,acontece,verbo,mesma classe e campo semântico diferente,trauma,nome substantivo,-,viu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,-,-,-,sobreviveu,verbo,mesma classe e mesmo campo semântico,-,-,-,então,advérbio de tempo,-,viu,verbo,mesma classe e campo semântico diferente,encendiou,verbo,mesma classe e campo semântico diferente,resgatou,verbo,mesma classe e campo semântico diferente,então,advérbio de tempo,-,caiu,verbo,mesma classe e campo semântico diferente,isso,pronome relativo,-,salvou,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,soube,verbo,mesma classe e campo semântico diferente,sobreviveu,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,encendiou,verbo,mesma classe e mesmo campo semântico,ficou,verbo,mesma classe e campo semântico diferente,pensava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,percebeu,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,concretiza,verbo,mesma classe e campo semântico diferente,fez,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:18
EST_191,9,B,dizia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,passaria,verbo,mesma classe e campo semântico diferente,cairia,verbo,-,ligaram,verbo,mesma classe e campo semântico diferente,avisaram,verbo,mesma classe e campo semântico diferente,avisaram,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,dele,contração,-,estava,verbo,mesma classe e campo semântico diferente,até,preposição,-,saiu,verbo,mesma classe e campo semântico diferente,saiu,verbo,mesma classe e campo semântico diferente,alegrou,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e campo semântico diferente,incendiado,adjetivo,-,falou,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e campo semântico diferente,mentia,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,explodiu,verbo,mesma classe e mesmo campo semântico,acreditou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,em,preposição,-,era,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:20
EST_192,9,B,falava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,noticiou,verbo,mesma classe e campo semântico diferente,perto,advérbio de lugar,-,explodiria,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,assustados,adjetivo,-,viram,verbo,mesma classe e campo semântico diferente,falaram,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,sobrevive,verbo,mesma classe e campo semântico diferente,veem,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,saia,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,feliz,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,há,verbo,mesma classe e campo semântico diferente,todo,pronome indefinido,-,quebrou,verbo,mesma classe e campo semântico diferente,descobriram,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,acreditava,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e campo semântico diferente,quebrou,verbo,mesma classe e campo semântico diferente,explodiu,verbo,mesma classe e mesmo campo semântico,triste,adjetivo,-,quebrou,verbo,mesma classe e campo semântico diferente,todo,pronome indefinido,-,estava,verbo,mesma classe e campo semântico diferente,mais,conjunção adversativa,-,fez,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:18
EST_193,9,B,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tocou,verbo,mesma classe e campo semântico diferente,perto,advérbio de lugar,-,e,conjunção aditiva,-,-,-,-,-,-,-,ele,pronome pessoal,-,moticia,nome substantivo,-,caindo,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,dele,contração,-,ele,pronome pessoal,-,e,conjunção aditiva,-,É,verbo,mesma classe e campo semântico diferente,ia,verbo,mesma classe e campo semântico diferente,achava,-,-,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,-,-,-,tava,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,a,artigo definido,-,era,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,era,verbo,mesma classe e campo semântico diferente,vai,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,homem,nome substantivo,-,era,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,promoveu,verbo,mesma classe e campo semântico diferente,escreveu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:07
EST_194,9,B,acha,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,comunicou,verbo,mesma classe e campo semântico diferente,perto,advérbio de lugar,-,Pode,verbo,mesma classe e campo semântico diferente,Então,advérbio de tempo,-,também,advérbio de inclusão,-,achou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,está,verbo,mesma classe e campo semântico diferente,bem,advérbio de modo,-,saiu,verbo,mesma classe e mesmo campo semântico,no,contração,-,E,conjunção aditiva,-,caminhava,verbo,mesma classe e campo semântico diferente,saiu,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,impossível,adjetivo,-,cair,verbo,mesma classe e campo semântico diferente,soube,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,era,verbo,mesma classe e campo semântico diferente,salvo,adjetivo,-,são,adjetivo,-,salvo,adjetivo,-,então,advérbio de tempo,-,pensava,verbo,mesma classe e campo semântico diferente,havia,verbo,mesma classe e campo semântico diferente,com,preposição,-,e,conjunção aditiva,-,surpreendeu,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:13
EST_195,9,A,acreditava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e campo semântico diferente,sobrevoou,verbo,mesma classe e mesmo campo semântico,em,preposição,-,no,contração,-,era,verbo,mesma classe e campo semântico diferente,pegam,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,estava,verbo,mesma classe e mesmo campo semântico,que,conjunção integrativa,-,morre,verbo,mesma classe e campo semântico diferente,na,contração,-,onde,advérbio de lugar,-,que,conjunção integrativa,-,estava,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,que,conjunção integrativa,-,caiu,verbo,mesma classe e mesmo campo semântico,falam,verbo,mesma classe e campo semântico diferente,o,artigo definido,-,acreditava,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,sobreviveu,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e mesmo campo semântico,falava,verbo,mesma classe e mesmo campo semântico,real,adjetivo,-,são,verbo,mesma classe e campo semântico diferente,onde,pronome relativo,-,expressa,verbo,mesma classe e campo semântico diferente,acredita,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:14
EST_196,9,B,via,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,com,preposição,-,e,conjunção aditiva,-,Então,advérbio de tempo,-,também,advérbio de inclusão,-,viu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,tava,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,norreu,verbo,mesma classe e campo semântico diferente,quando,conjunção integrativa,-,e,conjunção aditiva,-,tava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,vivo,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,avia,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,caiu,verbo,mesma classe e mesmo campo semântico,avia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,quebrou,verbo,mesma classe e campo semântico diferente,queimou,verbo,mesma classe e mesmo campo semântico,tava,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,tava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,refiriu,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:07
EST_197,9,A,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,para,preposição,-,em,preposição,-,ele,pronome pessoal,-,falaram,verbo,mesma classe e campo semântico diferente,escutou,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,ia,verbo,mesma classe e campo semântico diferente,para,preposição,-,dele,contração,-,quase,advérbio de intensidade,-,mentiroso,adjetivo,-,viu,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,gritou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,havia,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,caiu,verbo,mesma classe e mesmo campo semântico,depois,advérbio de tempo,-,falou,verbo,mesma classe e campo semântico diferente,menteria,verbo,mesma classe e campo semântico diferente,mentiu,verbo,mesma classe e campo semântico diferente,familia,nome substantivo,-,pessoas,nome substantivo,-,triste,adjetivo,-,havia,verbo,mesma classe e campo semântico diferente,aquele,pronome demonstrativo,-,parou,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,vagloriou,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:08
EST_198,9,B,sabia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,notificou,verbo,mesma classe e campo semântico diferente,direcionava,verbo,mesma classe e campo semântico diferente,cairia,verbo,mesma classe e mesmo campo semântico,Fui,verbo,mesma classe e campo semântico diferente,receosso,adjetivo,-,chegou,verbo,mesma classe e mesmo campo semântico,muito,advérbio de intensidade,-,caiu,verbo,mesma classe e campo semântico diferente,bem,advérbio de modo,-,morreu,verbo,mesma classe e campo semântico diferente,explodiu,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,chegou,verbo,mesma classe e mesmo campo semântico,chegou,verbo,mesma classe e campo semântico diferente,aliviou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,explodio,verbo,mesma classe e campo semântico diferente,queimado,adjetivo,-,lembro,verbo,mesma classe e mesmo campo semântico,penso,verbo,mesma classe e campo semântico diferente,mentiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,explodiu,verbo,mesma classe e mesmo campo semântico,acredita,verbo,mesma classe e campo semântico diferente,pensa,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,precisava,verbo,mesma classe e mesmo campo semântico,viraria,verbo,mesma classe e campo semântico diferente,escrevesse,verbo,mesma classe e mesmo campo semântico,imagina,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:14
EST_199,9,A,falava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,rodava,verbo,mesma classe e campo semântico diferente,cairia,verbo,mesma classe e mesmo campo semântico,fomos,verbo,mesma classe e mesmo campo semântico,falamos,verbo,mesma classe e campo semântico diferente,avisamos,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,rodava,verbo,mesma classe e campo semântico diferente,falece,verbo,mesma classe e campo semântico diferente,com,preposição,-,que,conjunção integrativa,-,chegou,verbo,mesma classe e mesmo campo semântico,pousou,verbo,mesma classe e mesmo campo semântico,-,-,-,ficou,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e campo semântico diferente,lá,advérbio de lugar,-,pousou,verbo,mesma classe e campo semântico diferente,passou,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,acreditava,verbo,mesma classe e campo semântico diferente,queria,verbo,mesma classe e campo semântico diferente,quebrado,adjetivo,-,velho,adjetivo,-,acreditou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,mais,conjunção adversativa,-,formou,verbo,mesma classe e campo semântico diferente,aconteceu,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:11
EST_200,9,A,dizia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e campo semântico diferente,prejudica,verbo,mesma classe e campo semântico diferente,cai,verbo,mesma classe e campo semântico diferente,fomos,verbo,mesma classe e mesmo campo semântico,falavámos,verbo,mesma classe e campo semântico diferente,aquele,pronome demonstrativo,-,triste,adjetivo,-,ficou,verbo,mesma classe e campo semântico diferente,muito,advérbio de intensidade,-,manteve,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,chega,verbo,mesma classe e campo semântico diferente,acabou,verbo,mesma classe e campo semântico diferente,acredita,verbo,mesma classe e campo semântico diferente,diz,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,na,contração,-,incendiou,verbo,mesma classe e campo semântico diferente,ocorre,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,sabe,verbo,mesma classe e campo semântico diferente,previu,verbo,mesma classe e campo semântico diferente,caiu,verbo,mesma classe e mesmo campo semântico,incendiou,verbo,mesma classe e mesmo campo semântico,notou,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,fez,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,diz,verbo,mesma classe e campo semântico diferente,verdade,nome substantivo,-,Memórias de um aprendiz de escritor,08:01,08:15
EST_201,9,B,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e mesmo campo semântico,Sobre,preposição,-,cairia ,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e campo semântico diferente,falando,verbo,mesma classe e campo semântico diferente,chegou,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,sobrevoava,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,até,preposição,-,chego,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e campo semântico diferente,desacreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,acharam,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,caiu,verbo,mesma classe e mesmo campo semântico,falam,verbo,mesma classe e campo semântico diferente,fingem,verbo,mesma classe e campo semântico diferente,existe,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,quebrou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,gostava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,precisou,verbo,mesma classe e campo semântico diferente,virou,verbo,mesma classe e campo semântico diferente,tornou,verbo,mesma classe e campo semântico diferente,gostava,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:15
EST_202,9,A,achava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,apresentou,verbo,mesma classe e campo semântico diferente,pararia,verbo,mesma classe e campo semântico diferente,cairia,verbo,mesma classe e mesmo campo semântico,fomos,verbo,mesma classe e mesmo campo semântico,tudo,pronome indefinido,-,veio,verbo,mesma classe e mesmo campo semântico,disse,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,sobreviveu,verbo,mesma classe e mesmo campo semântico,com,preposição,-,e,conjunção aditiva,-,voltou,verbo,mesma classe e campo semântico diferente,aterrisou,verbo,mesma classe e mesmo campo semântico,acreditou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,era,verbo,mesma classe e campo semântico diferente,eu,pronome pessoal,-,em,preposição,-,falou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,esbagaçou,verbo,mesma classe e campo semântico diferente,acreditou,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,era,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:17
EST_203,9,A,falava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,anuciou,verbo,mesma classe e campo semântico diferente,na,contração,-,cair,verbo,mesma classe e campo semântico diferente,choque,nome substantivo,-,falavam,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e campo semântico diferente,falou,verbo,mesma classe e mesmo campo semântico,estava,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,sauvol,verbo,mesma classe e mesmo campo semântico,quando,conjunção temporal,-,e,conjunção aditiva,-,estava,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,horrorizado,adjetivo,-,estava,verbo,mesma classe e campo semântico diferente,acreditarem,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,caiu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e campo semântico diferente,acreditavam,verbo,mesma classe e campo semântico diferente,viu,verbo,mesma classe e mesmo campo semântico,caiu,verbo,mesma classe e mesmo campo semântico,queimou,verbo,mesma classe e mesmo campo semântico,não,advérbio de negação,-,falava,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,foi,verbo,mesma classe e campo semântico diferente,arrepender,verbo,mesma classe e campo semântico diferente,fez,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:01,08:14
EST_204,9,B,faz,verbo,mesma classe e campo semântico diferente,sintisse,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,em,preposição,-,Em,preposição,-,é,verbo,mesma classe e campo semântico diferente,noite,nome substantivo,-,disse,verbo,mesma classe e campo semântico diferente,piloto,nome substantivo,-,voou,verbo,mesma classe e campo semântico diferente,bem,advérbio de modo,-,dele,contração,-,estava,verbo,-,E,conjunção aditiva,-,na,contração,-,aterrisol,verbo,mesma classe e campo semântico diferente,bem,advérbio de modo,-,estava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,em,preposição,-,caiu,verbo,mesma classe e mesmo campo semântico,o,artigo definido,-,o,artigo definido,-,caiu,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,cairia,verbo,mesma classe e campo semântico diferente,espatifaria,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,sim,advérbio de afirmação,-,a,preposição,-,a,preposição,-,onde,pronome relativo,-,quiser,verbo,mesma classe e campo semântico diferente,faz,verbo,mesma classe e campo semântico diferente,Memórias de um aprendiz de escritor,08:00,08:12
