discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,texto,tempo_inicial,tempo_final
EST_81,7,B,era,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,teve,verbo,mesma classe e mesmo campo semântico,tudo,pronome indefinido,-,trazer,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,em,preposição,-,enviava,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,recebessem,verbo,mesma classe e campo semântico diferente,mandasse,verbo,mesma classe e mesmo campo semântico,com,preposição,-,guarda,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,sabia,verbo,mesma classe e campo semântico diferente,isso,pronome relativo,-,muito,advérbio de intensidade,-,houve,verbo,mesma classe e campo semântico diferente,houve,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,lia,verbo,mesma classe e mesmo campo semântico,via,verbo,mesma classe e campo semântico diferente,das,contração,-,e,conjunção aditiva,-,e,conjunção aditiva,-,ouvia,verbo,mesma classe e campo semântico diferente,convence,verbo,mesma classe e campo semântico diferente,dia,nome substantivo,-,fazia,verbo,mesma classe e mesmo campo semântico,fazia,verbo,mesma classe e campo semântico diferente,abria,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:06
EST_82,7,B,era,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,teve,verbo,mesma classe e mesmo campo semântico,gastar,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,de,preposição,-,é,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sobe,verbo,mesma classe e campo semântico diferente,estão,verbo,mesma classe e campo semântico diferente,entrega,verbo,mesma classe e campo semântico diferente,tera,verbo,mesma classe e campo semântico diferente,está,verbo,mesma classe e mesmo campo semântico,todos,pronome indefinido,-,poem,verbo,mesma classe e mesmo campo semântico,têr,verbo,mesma classe e campo semântico diferente,da,contração,-,sai,verbo,mesma classe e mesmo campo semântico,pratica,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e campo semântico diferente,-,-,-,Frustração,08:01,08:19
EST_83,7,B,é,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,conseguia,verbo,mesma classe e campo semântico diferente,viajar,verbo,mesma classe e mesmo campo semântico,falar,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,estavam,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,com,preposição,-,era,verbo,mesma classe e mesmo campo semântico,todos,pronome indefinido,-,poem,verbo,mesma classe e mesmo campo semântico,lê,verbo,mesma classe e campo semântico diferente,en,preposição,-,-,-,-,-,-,-,vendia,verbo,mesma classe e campo semântico diferente,entregava,verbo,mesma classe e mesmo campo semântico,Frustração,08:01,08:25
EST_84,7,A,era,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,contar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,em,preposição,-,falaram,verbo,mesma classe e mesmo campo semântico,irem,verbo,mesma classe e campo semântico diferente,esperavam,verbo,mesma classe e campo semântico diferente,pediram,verbo,mesma classe e campo semântico diferente,mandarem,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e campo semântico diferente,souberam,verbo,mesma classe e mesmo campo semântico,fazia,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e mesmo campo semântico,fez,verbo,mesma classe e campo semântico diferente,fazia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,tinham,verbo,mesma classe e campo semântico diferente,mais,advérbio de intensidade,-,conta,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,Frustração,08:06,08:26
EST_85,7,A,era,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,viajava,verbo,mesma classe e mesmo campo semântico,contar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,planejarão,verbo,mesma classe e mesmo campo semântico,falavam,verbo,mesma classe e campo semântico diferente,viajar,verbo,mesma classe e campo semântico diferente,-,-,-,fazer,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Frustração,08:06,08:30
EST_86,7,B,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,havia,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,contar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,havia,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,paisagens,nome substantivo,-,tirava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,que,conjunção integrativa,-,tivessem,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,tem,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,e,conjunção aditiva,-,e,conjunção aditiva,-,tinha,verbo,mesma classe e campo semântico diferente,quais,pronome relativo,-,era,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,comprou,verbo,mesma classe e mesmo campo semântico,comprou,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:10
EST_87,7,B,é,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,falar,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,nem,preposição,-,fazem,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,vão,verbo,mesma classe e campo semântico diferente,fazemos,verbo,mesma classe e campo semântico diferente,-,-,-,mostrar,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,faz,verbo,mesma classe e campo semântico diferente,curte,verbo,mesma classe e campo semântico diferente,fica,verbo,mesma classe e campo semântico diferente,disso,contração,-,faz,verbo,mesma classe e campo semântico diferente,ficam,verbo,mesma classe e mesmo campo semântico,-,-,-,tira,verbo,mesma classe e campo semântico diferente,estão,verbo,mesma classe e mesmo campo semântico,Eles,pronome pessoal,-,Mas,conjunção adversativa,-,fala,verbo,mesma classe e campo semântico diferente,Engana,verbo,mesma classe e campo semântico diferente,depois,advérbio de tempo,-,faz,verbo,mesma classe e mesmo campo semântico,compra,verbo,mesma classe e mesmo campo semântico,manda,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:11
EST_88,7,A,Jorge,nome substantivo,-,Andrea,nome substantivo,-,conseguiram,verbo,mesma classe e campo semântico diferente,viaja,verbo,mesma classe e mesmo campo semântico,conta,verbo,mesma classe e mesmo campo semântico,e,verbo,mesma classe e mesmo campo semântico,montaram,verbo,mesma classe e mesmo campo semântico,mentiram,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,pediu,verbo,mesma classe e campo semântico diferente,mandaum,verbo,mesma classe e campo semântico diferente,depois,advérbio de inclusão,-,entendeu,verbo,mesma classe e campo semântico diferente,esqueceram,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,-,-,-,tem,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,com,preposição,-,mostrando,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,e,conjunção aditiva,-,e,conjunção aditiva,-,pedi,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,treino,verbo,mesma classe e mesmo campo semântico,comeu,verbo,mesma classe e campo semântico diferente,encheu,verbo,mesma classe e campo semântico diferente,Frustração,08:06,08:25
EST_89,7,B,era,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,virou,verbo,mesma classe e campo semântico diferente,iam,verbo,mesma classe e campo semântico diferente,pedir,verbo,mesma classe e campo semântico diferente,fotografem,verbo,mesma classe e campo semântico diferente,pediu,verbo,mesma classe e campo semântico diferente,pediu,verbo,mesma classe e campo semântico diferente,mostrarem,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,entendeu,verbo,mesma classe e campo semântico diferente,ouviu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,daquilo,contração,-,entendeu,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e mesmo campo semântico,leu,verbo,mesma classe e mesmo campo semântico,viu,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,e,conjunção aditiva,-,contou,verbo,mesma classe e campo semântico diferente,pega,verbo,mesma classe e campo semântico diferente,depois,advérbio de tempo,-,viu,verbo,mesma classe e campo semântico diferente,comia,verbo,mesma classe e campo semântico diferente,mandou,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:18
EST_90,7,A,é,verbo,mesma classe e mesmo campo semântico,ensina,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,falar,verbo,mesma classe e mesmo campo semântico,de,preposição,-,é,verbo,mesma classe e campo semântico diferente,viajam,verbo,mesma classe e campo semântico diferente,mandar,verbo,mesma classe e campo semântico diferente,fotos,nome substantivo,-,textos,nome substantivo,-,todos,pronome indefinido,-,com,preposição,-,disso,contração,-,viu,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,viu,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,dava,verbo,mesma classe e campo semântico diferente,imagina,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e mesmo campo semântico,todos,pronome indefinido,-,eram,verbo,mesma classe e campo semântico diferente,via,verbo,mesma classe e campo semântico diferente,uso,nome substantivo,-,-,-,-,fazia,verbo,mesma classe e mesmo campo semântico,comprava,verbo,mesma classe e mesmo campo semântico,lia,verbo,mesma classe e campo semântico diferente,Frustração,08:06,08:15
EST_91,7,A,é,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,contar,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,fizeram,verbo,mesma classe e mesmo campo semântico,falam,verbo,mesma classe e campo semântico diferente,viajar,verbo,mesma classe e campo semântico diferente,madem,verbo,mesma classe e campo semântico diferente,façam,verbo,mesma classe e campo semântico diferente,manda,verbo,mesma classe e campo semântico diferente,tirar,verbo,mesma classe e campo semântico diferente,fazem,verbo,mesma classe e campo semântico diferente,faz,verbo,mesma classe e campo semântico diferente,ver,verbo,mesma classe e campo semântico diferente,fica,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,fazer,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e mesmo campo semântico,pega,verbo,mesma classe e campo semântico diferente,tirar,verbo,mesma classe e campo semântico diferente,estar,verbo,mesma classe e mesmo campo semântico,nos,contração,-,colocam,verbo,mesma classe e mesmo campo semântico,ouvi,verbo,mesma classe e campo semântico diferente,falsifica,verbo,mesma classe e campo semântico diferente,depois,advérbio de tempo,-,faz,verbo,mesma classe e mesmo campo semântico,compra,verbo,mesma classe e mesmo campo semântico,pega,verbo,mesma classe e campo semântico diferente,Frustração,08:06,08:20
EST_92,7,B,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,Falar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,havia,verbo,mesma classe e campo semântico diferente,convidava,verbo,mesma classe e campo semântico diferente,Falar,verbo,mesma classe e mesmo campo semântico,viajaram,verbo,mesma classe e mesmo campo semântico,mostrar,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,ver,verbo,mesma classe e mesmo campo semântico,Contar,verbo,mesma classe e mesmo campo semântico,sabia,verbo,mesma classe e campo semântico diferente,Ouviu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,descobriram,verbo,mesma classe e mesmo campo semântico,viajaram,verbo,mesma classe e mesmo campo semântico,Ficaram,verbo,mesma classe e mesmo campo semântico,Tinha,verbo,mesma classe e campo semântico diferente,Tinha,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,E,conjunção aditiva,-,havia,verbo,mesma classe e campo semântico diferente,ouvia,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,Fazia,verbo,mesma classe e mesmo campo semântico,comprava,verbo,mesma classe e mesmo campo semântico,entregava,verbo,mesma classe e mesmo campo semântico,Frustração,08:01,08:27
EST_93,7,B,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,mostrar,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,tiveram,verbo,mesma classe e campo semântico diferente,convidavam,verbo,mesma classe e campo semântico diferente,Falar,verbo,mesma classe e mesmo campo semântico,viajaram,verbo,mesma classe e mesmo campo semântico,mostrar,verbo,mesma classe e campo semântico diferente,chamaram,verbo,mesma classe e mesmo campo semântico,mostrar,verbo,mesma classe e campo semântico diferente,com,preposição,-,Sabia,verbo,mesma classe e campo semântico diferente,ouviu,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,descobriram,verbo,mesma classe e mesmo campo semântico,viajaram,verbo,mesma classe e mesmo campo semântico,Ficaram,verbo,mesma classe e mesmo campo semântico,entrega,verbo,mesma classe e campo semântico diferente,Tirou,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,colocavam,verbo,mesma classe e mesmo campo semântico,ouvia,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,Fazia,verbo,mesma classe e mesmo campo semântico,comprava,verbo,mesma classe e mesmo campo semântico,comprava,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:27
EST_94,7,B,tinha,verbo,mesma classe e campo semântico diferente,trabalhava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,casa,verbo,-,contar,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,tinha,verbo,mesma classe e campo semântico diferente,trabalha,verbo,mesma classe e campo semântico diferente,todos,pronome indefinido,-,eles,pronome pessoal,-,colocara,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,queria,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,ainda,advérbio de tempo,-,parraram,verbo,mesma classe e campo semântico diferente,quero,verbo,mesma classe e campo semântico diferente,viviam,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,tiraram,verbo,mesma classe e campo semântico diferente,as,artigo definido,-,com,preposição,-,um,artigo indefinido,-,tinha,verbo,mesma classe e campo semântico diferente,conta,verbo,mesma classe e campo semântico diferente,sai,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,comia,verbo,mesma classe e campo semântico diferente,disse,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:09
EST_95,7,A,era,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,houve,verbo,mesma classe e campo semântico diferente,tudo,pronome indefinido,-,contar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,criaram,verbo,mesma classe e mesmo campo semântico,iam,verbo,mesma classe e campo semântico diferente,mostrar,verbo,mesma classe e campo semântico diferente,viajaram,verbo,mesma classe e mesmo campo semântico,enviaram,verbo,mesma classe e mesmo campo semântico,levam,verbo,mesma classe e campo semântico diferente,mostrar,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,sabia,verbo,mesma classe e campo semântico diferente,entendia,verbo,mesma classe e campo semântico diferente,ficava,verbo,mesma classe e campo semântico diferente,contaram,verbo,mesma classe e campo semântico diferente,viajaram,verbo,mesma classe e mesmo campo semântico,ficaram,verbo,mesma classe e mesmo campo semântico,pegava,verbo,mesma classe e campo semântico diferente,recortava,verbo,mesma classe e campo semântico diferente,estivessem,verbo,mesma classe e mesmo campo semântico,E,conjunção aditiva,-,colocaram,verbo,mesma classe e mesmo campo semântico,ouviu,verbo,mesma classe e campo semântico diferente,repeti,verbo,mesma classe e campo semântico diferente,perto,advérbio de lugar,-,fez,verbo,mesma classe e mesmo campo semântico,comprou,verbo,mesma classe e mesmo campo semântico,enviou,verbo,mesma classe e campo semântico diferente,Frustração,08:06,08:24
EST_96,7,B,tinha,verbo,mesma classe e campo semântico diferente,trabalha,verbo,mesma classe e mesmo campo semântico,conseguiu,verbo,mesma classe e campo semântico diferente,sustentar,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,são,verbo,mesma classe e mesmo campo semântico,cabe,verbo,mesma classe e campo semântico diferente,eu,pronome pessoal,-,viajar,verbo,mesma classe e campo semântico diferente,ia,verbo,mesma classe e campo semântico diferente,os,artigo definido,-,nos,contração,-,tirar,verbo,mesma classe e campo semântico diferente,guarda,verbo,mesma classe e campo semântico diferente,ten,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,disso,contração,-,vou,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,e,conjunção aditiva,-,trazia,verbo,mesma classe e campo semântico diferente,com,preposição,-,que,pronome relativo,-,tinha,verbo,mesma classe e campo semântico diferente,grava,verbo,mesma classe e campo semântico diferente,quando,conjunção temporal,-,fez,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,usava,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:10
EST_97,7,B,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e mesmo campo semântico,sair,verbo,mesma classe e campo semântico diferente,viajar,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,contavam,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,os,artigo definido,-,todos,pronome indefinido,-,todas,pronome indefinido,-,tinham,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,entendia,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,disso,contração,-,era,verbo,mesma classe e campo semântico diferente,viviam,verbo,mesma classe e campo semântico diferente,entregava,verbo,mesma classe e campo semântico diferente,tirava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,Todos,pronome indefinido,-,tinham,verbo,mesma classe e campo semântico diferente,contava,verbo,mesma classe e campo semântico diferente,-,-,-,saía,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,fazia,verbo,mesma classe e campo semântico diferente,vendia,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:14
EST_98,7,A,é,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e mesmo campo semântico,ganha,verbo,mesma classe e campo semântico diferente,viajar,verbo,mesma classe e mesmo campo semântico,falar,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e campo semântico diferente,falar,verbo,mesma classe e campo semântico diferente,onde,advérbio de lugar,-,vam,verbo,mesma classe e campo semântico diferente,mandar,verbo,mesma classe e mesmo campo semântico,-,-,-,que,conjunção integrativa,-,as,artigo definido,-,queria,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,disso,contração,-,tinha,verbo,mesma classe e campo semântico diferente,viviam,verbo,mesma classe e campo semântico diferente,mandava,verbo,mesma classe e campo semântico diferente,tirava,verbo,mesma classe e campo semântico diferente,estava,verbo,mesma classe e mesmo campo semântico,-,-,-,tinham,verbo,mesma classe e campo semântico diferente,falava,verbo,mesma classe e campo semântico diferente,colegas,nome substantivo,-,saiam,verbo,mesma classe e mesmo campo semântico,fazia,verbo,mesma classe e mesmo campo semântico,fazia,verbo,mesma classe e campo semântico diferente,colocava,verbo,mesma classe e campo semântico diferente,Frustração,08:06,08:18
EST_99,7,A,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e mesmo campo semântico,pagar,verbo,mesma classe e campo semântico diferente,sair,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,tinham,verbo,mesma classe e campo semântico diferente,escreveram,verbo,mesma classe e campo semântico diferente,eles,pronome pessoal,-,fotografassem,verbo,mesma classe e campo semântico diferente,mandassem,verbo,mesma classe e mesmo campo semântico,com,preposição,-,mandar,verbo,mesma classe e campo semântico diferente,que,conjunção integrativa,-,fazia,verbo,mesma classe e campo semântico diferente,ele,pronome pessoal,-,agora,advérbio de tempo,-,que,conjunção integrativa,-,conseguia,verbo,mesma classe e campo semântico diferente,eram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,tirava,verbo,mesma classe e campo semântico diferente,conseguia,verbo,mesma classe e campo semântico diferente,enseavam,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,e,conjunção aditiva,-,para,preposição,-,-,-,-,era,verbo,mesma classe e campo semântico diferente,tambem,advérbio de inclusão,-,conseguia,verbo,mesma classe e campo semântico diferente,Frustração,08:06,08:19
EST_100,7,A,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,ganhou,verbo,mesma classe e campo semântico diferente,casar,verbo,mesma classe e campo semântico diferente,falar,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,fez,verbo,mesma classe e campo semântico diferente,falava,verbo,mesma classe e campo semântico diferente,ir,verbo,mesma classe e campo semântico diferente,pesquisar,verbo,mesma classe e campo semântico diferente,passear,verbo,mesma classe e campo semântico diferente,chamou,verbo,mesma classe e mesmo campo semântico,amostrar,verbo,mesma classe e campo semântico diferente,são,verbo,mesma classe e campo semântico diferente,falava,verbo,mesma classe e campo semântico diferente,sabia,verbo,mesma classe e campo semântico diferente,muito,advérbio de intensidade,-,souberam,verbo,mesma classe e mesmo campo semântico,quer,verbo,mesma classe e campo semântico diferente,ficavam,verbo,mesma classe e mesmo campo semântico,espalhava,verbo,mesma classe e campo semântico diferente,amostrava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,E,conjunção aditiva,-,eram,verbo,mesma classe e campo semântico diferente,sabe,verbo,mesma classe e campo semântico diferente,conta,verbo,mesma classe e campo semântico diferente,saia,verbo,mesma classe e mesmo campo semântico,fazia,verbo,mesma classe e mesmo campo semântico,comprava,verbo,mesma classe e mesmo campo semântico,cartões,nome substantivo,-,Frustração,08:06,08:15
EST_101,7,B,era,verbo,mesma classe e mesmo campo semântico,trabalhava,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e mesmo campo semântico,viajar,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,montaram,verbo,mesma classe e mesmo campo semântico,cabe,nome substantivo,-,viagem,nome substantivo,-,levam,verbo,mesma classe e campo semântico diferente,peguem,verbo,mesma classe e campo semântico diferente,chamar,verbo,mesma classe e mesmo campo semântico,tirar,verbo,mesma classe e campo semântico diferente,contar,verbo,mesma classe e mesmo campo semântico,gastou,verbo,mesma classe e campo semântico diferente,fez,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e campo semântico diferente,viajar,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,ficaram,verbo,mesma classe e mesmo campo semântico,pegou,verbo,mesma classe e campo semântico diferente,tirou,verbo,mesma classe e campo semântico diferente,ficou,verbo,mesma classe e mesmo campo semântico,deu,verbo,mesma classe e campo semântico diferente,botou,verbo,mesma classe e mesmo campo semântico,falou,verbo,mesma classe e campo semântico diferente,amendronta,verbo,mesma classe e campo semântico diferente,dentro,advérbio de lugar,-,fez,verbo,mesma classe e mesmo campo semântico,pegou,verbo,mesma classe e campo semântico diferente,enviou,verbo,mesma classe e campo semântico diferente,Frustração,08:01,08:15
